teks_bersih,target_banjir,target_kpr,target_shm
"Rumah dijual PIK 2 Simprug Boulevard Luas tanah : 450 m2 Dimensi : 10x45 m Luas bangunan : 396 m2 Kamar tidur 4 + 1 Kamar mandi 4 + 1 Carport 2 Garasi 2 Rumah 2 lantai Sertifikat : PPJB Untuk Informasi dan Survey 18 Rumah Premier Rp 19 Miliar Rp 93 Jutaan (Tenor 20 Tahun) Rp 119 Jutaan (Tenor 15 Tahun) Rumah 2 Lantai Dijual Pik 2 Cluster Simprug Boulevard - 450M2 Pantai Indah Kapuk 2, Jakarta Utara Rumah dijual PIK 2 Simprug Boulevard Luas tanah : 450 m2 Dimensi : 10x45 m Luas bangunan : 396 m2 Kamar tidur 4 + 1 Kamar mandi 4 + 1 Carport 2 ... 4 + 1 4 + 1 2 + 2 LT: 450 m² LB: 396 m² oleh Julianto Firman",0,1,0
"Rumah Dijual Golf Island Serenade Tipe Maple Pantai Indah Kapuk Luas tanah 240m2 Dimensi 12x20 Luas bangunan 450m2 Kamar tidur 4+2 Kamar mandi 3+1 Hadap utara Bangunan 3 Lantai Garasi 4 Carport 2 PPJB Brand New dari beli belum di pakai Untuk Informasi dan Survey 24 Rumah Premier Rp 11,8 Miliar Rp 57 Jutaan (Tenor 20 Tahun) Rp 74 Jutaan (Tenor 15 Tahun) Rumah Brand New 3 Lantai Dijual Golf Island Serenade Pik - 240M2 Pantai Indah Kapuk, Jakarta Utara Rumah Dijual Golf Island Serenade Tipe Maple Pantai Indah Kapuk Luas tanah 240m2 Dimensi 12x20 Luas bangunan 450m2 Kamar tidur 4+2 Kamar mandi 3+1... 4 + 2 3 + 1 4 + 2 LT: 240 m² LB: 450 m² oleh Julianto Firman",0,1,0
"Dijual Rumah Cluster Cleveland, PIK2 Uk 6x10m2 LB +/- 200m2 2 lantai Furnished kecuali tidak ada tempat tidur 2+1 kamar tidur 1+1 kamar mandi PPJB Harga 2,3M nego Info, 8 Rumah Premier Rp 2,3 Miliar Rp 11 Jutaan (Tenor 20 Tahun) Rp 14 Jutaan (Tenor 15 Tahun) Dijual Rumah Cluster Cleveland, Pik2 Pantai Indah Kapuk 2, Jakarta Utara Dijual Rumah Cluster Cleveland, PIK2 Uk 6x10m2 LB +/- 200m2 2 lantai Furnished kecuali tidak ada tempat tidur 2+1 kamar tidur 1+1 kamar mandi PPJB... 2 + 1 1 + 1 1 LT: 60 m² LB: 200 m² oleh Rina Lim",0,1,0
"Dijual cepat Rumah Pluit Putri uk 11x20 1,5 lantai Kamar tidur 3+1 Kamar mandi 2+1 Shm Jalan lebar Harga murah Negoo Vivie Ma 0877xxxxxxxx 9 -8% Rumah Premier Siap Huni Dekat Sekolah Rp 4,8 Miliar Rp 5.2 M Turun Rp 400 Jutaan Rp 23 Jutaan (Tenor 20 Tahun) Rp 30 Jutaan (Tenor 15 Tahun) Rumah Pluit Putri.11x20, Murah, Jarang.ada, Siap Huni Pluit, Jakarta Utara Dijual cepat Rumah Pluit Putri uk 11x20 1,5 lantai Kamar tidur 3+1 Kamar mandi 2+1 Shm Jalan lebar Harga murah Negoo Vivie Ma 0877xxxxxxxx 3 2 LT: 220 m² LB: 200 m² oleh Vie Vie Vie",0,1,1
"Dijual Cepat... Rumah Brand New PIk 2 CLuster Bukit Nirmala Luas tanah 75 m2 Dimensi 6 x 12.5 Bangunan 124 m2 Kamar tidur 3+1 Kamar mandi 4 Ada Balcon Hadap Utara Harga modal 2.9 milyar Harga jual sekarang 2.4 milyar nett Ducan Era Peak /aipp 6 Rumah Premier Rp 2,9 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Rumah Brand New, Pik2, Bukit Nirmala 6X 12,5. Utara, 3Br Pantai Indah Kapuk 2, Jakarta Utara Dijual Cepat... Rumah Brand New PIk 2 CLuster Bukit Nirmala Luas tanah 75 m2 Dimensi 6 x 12.5 Bangunan 124 m2 Kamar tidur 3+1 Kamar mandi 4 Ad... 3 + 1 4 + 1 2 LT: 75 m² LB: 124 m² oleh Ducan Wajendra",0,1,0
"Dijual Cepat... Ruma Brand New Pik2 Cluster Bukit Nirmala Luas tanah 45 m2 Dimensi 4.5 x 10 Lb 75 m2 2 lantai Kamar tidur 2 + 1 Kamar mandi 2+1 Hadap Selatan Harga modal 1.9 milyar Harga jual sekarang 1.4 milyar nett (cash Only) Ducan Era Peak/ aipp 14 Rumah Premier Rp 1,4 Miliar Rp 6 Jutaan (Tenor 20 Tahun) Rp 8 Jutaan (Tenor 15 Tahun) Rumah Brand New Bukit Nirmala Pik2, Uk 4.5 X10 , 2Br, Hrg 1.4 Milyar Pantai Indah Kapuk 2, Jakarta Utara Dijual Cepat... Ruma Brand New Pik2 Cluster Bukit Nirmala Luas tanah 45 m2 Dimensi 4.5 x 10 Lb 75 m2 2 lantai Kamar tidur 2 + 1 Kamar mandi ... 2 + 1 2 + 1 1 LT: 45 m² LB: 75 m² oleh Ducan Wajendra",0,0,0
"Dijual Cepat harga hitung tanah aja... Kelapa Nias - Kelapa Gading 2 ruang serbaguna, 1 gudang besar - Rumah Hoek 2 lantai - Luas tanah 17x17m2 - Luas bangunan 300m2 - 4+2 kamar tidur, 5 kamar mandi - Listrik 16.500 watt - Sertifikat : Hak Milik Kode PAP : M03-J6546 8 Rumah Premier Rp 5,05 Miliar Rp 24 Jutaan (Tenor 20 Tahun) Rp 31 Jutaan (Tenor 15 Tahun) Rumah Hoek Jual Cepat Harga Hitung Tanah Aja di Kelapa Nias, Kelapa Gading Kelapa Gading, Jakarta Utara Dijual Cepat harga hitung tanah aja... Kelapa Nias - Kelapa Gading 2 ruang serbaguna, 1 gudang besar - Rumah Hoek 2 lantai - Luas tanah 17x17... 4 5 LT: 289 m² LB: 300 m² oleh Mey Fen RWKG",0,1,1
"Dijual Rumah -2 lantai & Semi Furnished Luxury Classic Modern di Villa Gading Indah, Kelapa Gading Luas tanah 312 m² (12x26) Lb. 550 m2 2 lantai Kmr tidur 5+1 Kmr mandi 6+1 Garasi ..... 2 mobil Carport ..... 2 mobil Dapur bersih & dapur kotor Saniter Kohler Lantai full Marmer slab besar Italy Rumah design Clasic Hadap Utara PLN 16,5 ribu 10 unit AC split Daikin Thailand Rusli ~ Saunders 0812xxxxxxxx 14 Rumah Premier Rp 19 Miliar Rp 93 Jutaan (Tenor 20 Tahun) Rp 119 Jutaan (Tenor 15 Tahun) Dijual Rumah Mewah 2 Lantai, Luxury Classic Modern di Villa Gading Indah Kelapa Gading, Jakarta Utara Dijual Rumah -2 lantai & Semi Furnished Luxury Classic Modern di Villa Gading Indah, Kelapa Gading Luas tanah 312 m² (12x26) Lb. 550 m2 2 l... 5 + 1 6 + 1 2 + 2 LT: 312 m² LB: 550 m² RL oleh Rusli Lim",0,1,0
"RUMAH MEWAH SIAP HUNI Bukit Golf Mediterania - PIK LT : 13 × 25 (325 M²) LB : 263 M² Bangunan 2.5 Lantai Semi Furnished SHM KT : 6 + 1 KM : 6 + 1 Hadap Selatan Air Special dr BGM Listrik 13.000 Watt Ada Kolam Renang Kecil Garasi 1 Mobil Carport 2 Mobil Lebar Jalan 2 Mobil Harga Jual : 11.5 Miliar Meliana (Je) 12 Rumah Premier Siap Huni Dekat Sekolah Rp 11,5 Miliar Rp 56 Jutaan (Tenor 20 Tahun) Rp 72 Jutaan (Tenor 15 Tahun) Rumah Mewah Siap Huni Bukit Golf Mediterania Pik Pantai Indah Kapuk, Jakarta Utara RUMAH MEWAH SIAP HUNI Bukit Golf Mediterania - PIK LT : 13 × 25 (325 M²) LB : 263 M² Bangunan 2.5 Lantai Semi Furnished SHM KT : 6 + 1 KM : 6 +... 6 6 1 + 2 LT: 325 m² LB: 263 m² oleh Meli",0,1,1
"Jual cepat rumah pik 1 Townhouse Pinisi Indah Lt 9x16 (144m2) Lb.300m2 3.5lantai Listrik 5.500w 5kt +4km 1ktp+1kmp SHM Rp.7.5M saja Note: Perabotan yang nempel akan ditinggal 6 Rumah Premier Komplek Perumahan Rp 7,5 Miliar Rp 36 Jutaan (Tenor 20 Tahun) Rp 47 Jutaan (Tenor 15 Tahun) Dijual Cepat Townhouse Phinisi Indah Pik 1, 3.5 Lantai, 5 + 1 BR Pantai Indah Kapuk, Jakarta Utara Jual cepat rumah pik 1 Townhouse Pinisi Indah Lt 9x16 (144m2) Lb.300m2 3.5lantai Listrik 5.500w 5kt +4km 1ktp+1kmp SHM Rp.7.5M saja Note: Perabota... 5 + 1 4 + 1 LT: 144 m² LB: 300 m² oleh Novita Utami",0,1,1
"DIJUAL RUMAH STRATEGIS DI VILLA GADING INDAH - KELAPA GADING Kesempatan langka memiliki rumah nyaman di kawasan prestisius Kelapa Gading dengan lingkungan hijau, jalan lebar, dan akses strategis ke pusat lifestyle Jakarta Utara. Lokasi: Villa Gading Indah - Jl. Boulevard Gading Raya, Kelapa Gading ✨ Keunggulan Lokasi Jalan depan lebar 2 mobil Trotoar kanan kiri, lingkungan nyaman untuk berjalan kaki Banyak pepohonan rindang & taman, udara lebih sejuk Aman dari banjir Dekat pusat perbelanjaan: Mall of Indonesia (MOI) Mall Kelapa Gading (MKG) Mall Artha Gading (MAG) Spesifikasi Rumah Luas Tanah : 310 m² Luas Bangunan : 312 m² Hadap : Tenggara Kamar Tidur : 4 + 2 Kamar Mandi : 4 + 1 Listrik : 4.400 Watt Air : PAM Garasi : 1 mobil Carport : 1 mobil Harga : Rp 13 Miliar (Nego) Rumah cocok untuk hunian keluarga besar maupun investasi properti di kawasan premium Kelapa Gading. 14 Rumah Premier Komplek Perumahan Dekat Pusat Perbelanjaan Rp 13 Miliar Rp 63 Jutaan (Tenor 20 Tahun) Rp 81 Jutaan (Tenor 15 Tahun) Jual Mepet NJOP Rumah 2 Lantai Kelapa Gading, Jalan Lebar, One Gate System, Tidak Banjir, Dekat Mkg Moi Mag Harga,13M Nego Kelapa Gading, Jakarta Utara DIJUAL RUMAH STRATEGIS DI VILLA GADING INDAH - KELAPA GADING Kesempatan langka memiliki rumah nyaman di kawasan prestisius Kelapa Gading dengan lin... 6 5 1 + 1 LT: 310 m² LB: 312 m² oleh Putu Prapti Utami",1,1,0
"Dijual rumah siap huni Bukit Gading Mediterania Kelapa Gading Ukuran : 12 m x 26 m LT : 312 m2 LB : 600 m2 3 Lantai Listrik : 33.000 Watt Hadap : Barat Sertifikat Hak Milik Harga : Rp15,5M, nego 16 Rumah Premier Siap Huni Dekat Sekolah Rp 15,5 Miliar Rp 76 Jutaan (Tenor 20 Tahun) Rp 97 Jutaan (Tenor 15 Tahun) Rumah Bukit Gading Mediterania Bagus Mewah Asri Kelapa Gading Kelapa Gading, Jakarta Utara Dijual rumah siap huni Bukit Gading Mediterania Kelapa Gading Ukuran : 12 m x 26 m LT : 312 m2 LB : 600 m2 3 Lantai Listrik : 33.000 Watt Hada... 4 4 1 + 2 LT: 312 m² LB: 600 m² oleh Lina Chen",0,1,1
"Dijual rumah Layar Permai, Pik1 Luas tanah 77m2 Kamar tidur 2+1 Kamar mandi 2+1 Sertifikat Hak Milik Hadap Selatan Harga : 2,95 Mil nego Mardiana Call/WA: 0815xxxxxxxx Ingin Jual/Beli/Sewa Rumah, Ruko, Apartemen, Tanah, Pabrik Gudang. Saya siap membantu 13 -2% Rumah Premier Rp 2,95 Miliar Rp 3 M Turun Rp 50 Jutaan Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Layar Permai, Pik1,.2 LT, Hadap Selatan Luas 77M2 Penjaringan, Jakarta Utara Dijual rumah Layar Permai, Pik1 Luas tanah 77m2 Kamar tidur 2+1 Kamar mandi 2+1 Sertifikat Hak Milik Hadap Selatan Harga : 2,95 Mil nego Mardian... 3 3 1 LT: 77 m² LB: 100 m² oleh Mardiana Mardiana Independen",0,1,1
"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Koja, Jakarta Utara. Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum. Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area strategis. Detail Properti ini adalah: - Kamar Tidur: 3 - Kamar Mandi: 3 - Sertifikat: SHM - Sertifikat Hak Milik - Arah Bangunan: Menghadap Utara - Kondisi Perabotan: Unfurnished Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut: - Lokasi dipusat kota. - Properti Bisa Nego. - Lokasi Strategis. Lokasi Strategis terletak di Koja, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan. Harga yang sangat kompetitif yaitu, Rp. 1.950.000.xxx, rumah ini siap menjadi milik Anda! Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda. TIN,AY,ST 3 Rumah Premier Bisa Nego Rp 1,95 Miliar Rp 9 Jutaan (Tenor 20 Tahun) Rp 12 Jutaan (Tenor 15 Tahun) Dijual Rumah di Koja, Jakarta Utara - Nego Tipis Koja, Jakarta Utara Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Koja, Jakarta Utara. Rumah ini menawarkan kelengkapan fasili... 3 3 1 LT: 100 m² LB: 150 m² oleh Martin Suwandono Taslim",0,1,1
"Rumah 1 lantai di Kelapa Gading, Jakarta Utara. For sale rumah di wilayah yang nyaman dengan pemandangan Lokasi dipusat kota. Properti 1 lantai ini berada di lingkungan yang mudah dijangkau. Kategorinya adalah sebagai berikut: - Kamar Tidur: 2 - Kamar Mandi: 1 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 2200 W - Hadap: Utara - Kondisi Perabotan: Unfurnished Tidak hanya itu, properti ini layak untuk anda dapatkan karena: - Lokasi dipusat kota. - Lokasi Strategis. Keberadaan rumah ini dekat fasilitas umum, hanya selangkah menuju berbagai fasilitas utama dan menarik. Hanya Rp. 1.450.000.xxx, anda dapat langsung dapatkan rumah eksklusif di daerah Kelapa Gading ini. ST 4 Rumah Premier Rp 1,45 Miliar Rp 7 Jutaan (Tenor 20 Tahun) Rp 9 Jutaan (Tenor 15 Tahun) Jual Cepat Rumah di Kelapa Molek, Kelapa Gading, Jakarta Utara Kelapa Gading, Jakarta Utara Rumah 1 lantai di Kelapa Gading, Jakarta Utara. For sale rumah di wilayah yang nyaman dengan pemandangan Lokasi dipusat kota. Properti 1 lantai in... 2 1 LT: 90 m² LB: 100 m² oleh Martin Suwandono Taslim",0,1,1
"Dijual rumah grisenda pik 9x19 4kt 3km Shm Hadap utara Rapi sdh renovasi Harga 5M nego yuni 0813xxxxxxxx 12 Rumah Premier Rp 5 Miliar Rp 24 Jutaan (Tenor 20 Tahun) Rp 31 Jutaan (Tenor 15 Tahun) Rumah 2 Lantai 180M2 Grisenda Pantai Indah Kapuk, Jakarta Utara Dijual rumah grisenda pik 9x19 4kt 3km Shm Hadap utara Rapi sdh renovasi Harga 5M nego yuni 0813xxxxxxxx 4 4 1 + 1 LT: 171 m² LB: 250 m² oleh yuni winata",0,1,1
"dijual segera hunian nyaman cluster cleveland PIK2 tahap 1 spek : uk : 8 x 10m 2LT KT 3+1 hadap selatan kosongan jual 2,8m nego ya more info : lidya winata 0817911xxxxwa) 5 Rumah Premier Rp 2,8 Miliar Rp 13 Jutaan (Tenor 20 Tahun) Rp 17 Jutaan (Tenor 15 Tahun) Dijual Segera Rumah Bagus Cluster Cleveland Pik2 Tahap 1 Pantai Indah Kapuk 2, Jakarta Utara dijual segera hunian nyaman cluster cleveland PIK2 tahap 1 spek : uk : 8 x 10m 2LT KT 3+1 hadap selatan kosongan jual 2,8m nego ya more... 3 + 1 2 + 1 LT: 80 m² LB: 100 m² oleh Lidya Winata",0,1,0
"Harga Primary Cluster Okinawa Rumah Brand New PIK 2 Unit OKN2-051 Tipe Kyoko Ukuran 8x15 Badan 2 Lantai 3+1 Kamar Tidur Hadap Utara Dilokasi unit hampir ready Harga Cash / KPR Express 4.250M Ada Opsi Angsuran Developer Include : - Taman - Smarthome - Voucher GL Info & Survey : Yoke 0812xxxxxxxx 7 Rumah Premier KPR Express Rp 4,25 Miliar Rp 20 Jutaan (Tenor 20 Tahun) Rp 26 Jutaan (Tenor 15 Tahun) Dijual Rumah Pik 2 Brand New 8X15 2 Lantai bisa KPR Pantai Indah Kapuk 2, Jakarta Utara Harga Primary Cluster Okinawa Rumah Brand New PIK 2 Unit OKN2-051 Tipe Kyoko Ukuran 8x15 Badan 2 Lantai 3+1 Kamar Tidur Hadap Utara Dilokasi u... 3 4 1 LT: 120 m² LB: 156 m² oleh Yoke Osmond",0,1,0
"dijual/disewakan Rumah Hommy dan Siap Huni Mediterania Boulevard PIK 1 LT - 360 m2 UK - 12 x 30 K tidur + k mandi - 4 K td pembantu - 2 k md pembantu - 1 Gudang - 1 2 - Lantai Full Furnished ada Garasi mobil dan Carport SHM Hrg Rp 14.9 M Nego Sewa Rp 450 jt perthn Nego Note : Belakang ada Gazebo Ruang terbuka,tempat berkumpul dan santai bersama keluarga:thumbs_up: Sandra cin 0878xxxxxxxx 5 Rumah Premier Siap Huni Dekat Sekolah Rp 14,9 Miliar Rp 73 Jutaan (Tenor 20 Tahun) Rp 93 Jutaan (Tenor 15 Tahun) Dijual dan Disewakan Rumah Hommy dan Siap Huni Mediterania Boulevard Pik 1 Full Furnised Pantai Indah Kapuk, Jakarta Utara dijual/disewakan Rumah Hommy dan Siap Huni Mediterania Boulevard PIK 1 LT - 360 m2 UK - 12 x 30 K tidur + k mandi - 4 K td pembantu - 2 k... 4 + 2 4 + 1 1 + 1 LT: 360 m² LB: 360 m² oleh Sandra Cin",0,1,1
"HARUS TERJUAL BULAN INI DIJUAL SUPER CEPAT RUMAH MUARA KARANG Uk 8x15 3 Lantai SHM 5+1 KT 5+1 KM SHM Air PAM Listrik 5.500 watt Hadap Utara Bangunan 2017 Rp. 4,8 MILYAR NEGO Hub : Yuna MR Realty BGM wa.me/628171xxxxxxx 10 -4% Rumah Premier Siap Huni Rp 4,8 Miliar Rp 5 M Turun Rp 200 Jutaan Rp 23 Jutaan (Tenor 20 Tahun) Rp 30 Jutaan (Tenor 15 Tahun) Dijual Super Cepat Rumah Siap Huni di Muara Karang. Luas 8X15 Muara Karang, Jakarta Utara HARUS TERJUAL BULAN INI DIJUAL SUPER CEPAT RUMAH MUARA KARANG Uk 8x15 3 Lantai SHM 5+1 KT 5+1 KM SHM Air PAM Listrik 5.500 watt Hadap Utara Ban... 5 5 1 LT: 120 m² LB: 120 m² oleh Linda Wong",0,1,1
"Dijual Rumah PIK2 8X15 2 Lantai 3+1 KT Selatan SHM Rp4.1M nepis! Aeron Renli 0812xxxxxxxx Avenue Property 8 Rumah Premier Siap Huni Rp 4,1 Miliar Rp 20 Jutaan (Tenor 20 Tahun) Rp 25 Jutaan (Tenor 15 Tahun) Bisa KPR - Rumah 8X15 Pik2 Siap Huni Pantai Indah Kapuk 2, Jakarta Utara Dijual Rumah PIK2 8X15 2 Lantai 3+1 KT Selatan SHM Rp4.1M nepis! Aeron Renli 0812xxxxxxxx Avenue Property 3 3 LT: 120 m² LB: 120 m² oleh Aeron Renli",0,1,1
"397 Termurah - Jarang Ada rumah mewah dalam komplek mewah luas tanah 1.283 luas bangunan 1.055 2 lantai ada swim pool siap huni SHM only 27M nett sudah dapat rumah mewah di komplek mewah di Sunter Jarang Ada dibantu nego sampai Deal dibantu KPR nya sampai Golll more info call 0812xxxxxxxx 11 Rumah Premier Komplek Perumahan Siap Huni Rp 27 Miliar Rp 132 Jutaan (Tenor 20 Tahun) Rp 169 Jutaan (Tenor 15 Tahun) Rumah Mewah Termurah Di Komplek Mewah Lt 1283 + Swim Pool Sunter, Jakarta Utara 397 Termurah - Jarang Ada rumah mewah dalam komplek mewah luas tanah 1.283 luas bangunan 1.055 2 lantai ada swim pool siap huni SHM only 27M nett... 5 + 1 6 + 1 2 + 3 LT: 1283 m² LB: 1055 m² oleh Lily Lim",0,1,1
"345 Rumah Bagus dan Murah di Sunter Mas Nomor rumah 13 SHM Spek rumah LT 10 X 14 (140 M2) LB 325 M2 KT 5 KM 3 3,5 LANTAI Lantai dasar sdh ditinggiin 1,5 M dari jalan Ceiling Lt 1 tinggi Lt 2 mezanine GARASI MUAT 3 Mobil more info call 0812xxxxxxxx terima Jual Beli dan Sewa property 7 Rumah Premier Siap Huni Rp 3,5 Miliar Rp 17 Jutaan (Tenor 20 Tahun) Rp 22 Jutaan (Tenor 15 Tahun) Rumah Bagus Siap Huni Luas 140 Hadap Selatan di Sunter Mas Sunter, Jakarta Utara 345 Rumah Bagus dan Murah di Sunter Mas Nomor rumah 13 SHM Spek rumah LT 10 X 14 (140 M2) LB 325 M2 KT 5 KM 3 3,5 LANTAI Lantai dasar sdh ditingg... 5 3 1 + 2 LT: 140 m² LB: 325 m² oleh Lily Lim",0,1,1
"Bisa untuk Rumah Kos atau Kantor, strategis 500m ke Halte Busway, 200m ke Jalan Boulevard Raya, 500 m ke perempatan Jl. Raya Perintis. LT400/LB35 KT 4+1 / KM 2+1 SHM, PLN6600, hadap Utara, Rumah tidak Banjir PAM. HARGA NJOP 6,15M MASIH NEGO Bangunan kokoh (GRATIS) (Harga awal 7,3M) 15 1 Rumah Premier Dekat Akses Transportasi Rp 6,15 Miliar Rp 30 Jutaan (Tenor 20 Tahun) Rp 38 Jutaan (Tenor 15 Tahun) Akhirnya Dijual Juga Rumah 2 Lt. Kelapa Gading Kelapa Gading, Jakarta Utara Bisa untuk Rumah Kos atau Kantor, strategis 500m ke Halte Busway, 200m ke Jalan Boulevard Raya, 500 m ke perempatan Jl. Raya Perintis. LT400/LB35 ... 4 + 1 2 + 1 1 + 1 LT: 400 m² LB: 350 m² oleh Irene S. K",1,1,1
"L120326.01 Dijual Rumah Kavling PIK Timaran Uk 600m2 BEST DEAL 32jt/m2 nego at Jakarta Utara Dijual Rumah PIK Trimaran Hitung Tanah Uk 600m2 Hrga Rp30jt per Meter nego 5 Rumah Premier Rp 18 Miliar Rp 88 Jutaan (Tenor 20 Tahun) Rp 113 Jutaan (Tenor 15 Tahun) Dijual Rumah Kavling Pik Timaran Uk 600M2 Best Deal 32Jt/M2 Nego At Jakarta Utara Pantai Indah Kapuk, Jakarta Utara L120326.01 Dijual Rumah Kavling PIK Timaran Uk 600m2 BEST DEAL 32jt/m2 nego at Jakarta Utara Dijual Rumah PIK Trimaran Hitung Tanah Uk 600m2 Hr... 1 1 LT: 600 m² LB: 600 m² oleh Keysia",0,1,0
"L0501xxxx Dijual rumah CBD Pluit townhouse Emporium Harga NJOP Uk 228m2 Lb 442m2 4lt 6+1bedrooms 5+1bedrooms Living room luas Hoek Rapi Hrga njop 8.4M Harga Jual 8.5M nego sampai deal 8 Rumah Premier Komplek Perumahan Dekat Sekolah Rp 8,5 Miliar Rp 41 Jutaan (Tenor 20 Tahun) Rp 53 Jutaan (Tenor 15 Tahun) Dijual Rumah Cbd Pluit Townhouse Emporium Harga NJOP Uk 228M2 At Jakarta Utara Pluit, Jakarta Utara L0501xxxx Dijual rumah CBD Pluit townhouse Emporium Harga NJOP Uk 228m2 Lb 442m2 4lt 6+1bedrooms 5+1bedrooms Living room luas Hoek Rapi Hrga njop... 6 5 1 LT: 228 m² LB: 442 m² oleh Keysia",0,1,0
"HJ 00026 Dijual Rumah Kelapa Gading uk 6x20 Jakarta Utara Dijual Rumah Kelapa Gading Imperial Gading Uk 6x20 LB 185m 2 lantai Brand new furnish mewah 4 KT 3 KM Pantry, kitchen set Interior and full furnish Include electronic Harga 2.9M nego 15 Rumah Premier Rp 2,9 Miliar Rp 14 Jutaan (Tenor 20 Tahun) Rp 18 Jutaan (Tenor 15 Tahun) Dijual Rumah Kelapa Gading Brand New Full Furnished At Jakarta Utara Kelapa Gading, Jakarta Utara HJ 00026 Dijual Rumah Kelapa Gading uk 6x20 Jakarta Utara Dijual Rumah Kelapa Gading Imperial Gading Uk 6x20 LB 185m 2 lantai Brand new furnish m... 4 3 LT: 120 m² LB: 185 m² H oleh Hans",0,1,0
"Dijual rumah di PIK, Golf Island, pantai indah kapuk, cluster Piano Dijual cepat rumah 5x15, 3 lantai. sudah renovasi full bangunan, siap huni, semi furnished: AC 5, kitchen set, kulkas 4 pintu, sofa, water heater, dll tinggal bawa koper. hadap tenggara, langka premium nego sampai jadi 8 1 Rumah Premier Bisa Nego Siap Huni Rp 3,5 Miliar Rp 17 Jutaan (Tenor 20 Tahun) Rp 22 Jutaan (Tenor 15 Tahun) Pik Rumah 5X15, 3 Lantai Sudah Renovasi Semi Furnished Pik Golf Island Cluster Piano Pantai Indah Kapuk, Jakarta Utara Dijual rumah di PIK, Golf Island, pantai indah kapuk, cluster Piano Dijual cepat rumah 5x15, 3 lantai. sudah renovasi full bangunan, siap huni, sem... 3 + 1 4 + 1 1 LT: 75 m² LB: 175 m² oleh Gunadi akiong",0,1,0
"Rumah 3 lantai di Sunter, Jakarta Utara. (DNA) Dijual rumah Brand New di wilayah yang tenang. Properti 3 lantai ini berada di lingkungan strategis. Kategorinya adalah sebagai berikut: - Kamar Tidur: 6+1 - Kamar Mandi: 4+1 - Sertifikat: SHM - Sertifikat Hak Milik - Kondisi Perabotan: Furnished Tentunya properti ini layak untuk dimiliki karena: - Siap Huni. - Dekat Fasilitas Kesehatan. Lokasi rumah berikut terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik. 10 Rumah Premier Bisa Nego Siap Huni Dekat Sekolah Rp 7,2 Miliar Rp 35 Jutaan (Tenor 20 Tahun) Rp 45 Jutaan (Tenor 15 Tahun) Rumah Mewah Brand New 3 Lantai di Sunter, Jakarta Utara - 6+1 KT, Fully Furnished, Siap Huni! Masih bisa Nego! Sunter, Jakarta Utara Rumah 3 lantai di Sunter, Jakarta Utara. (DNA) Dijual rumah Brand New di wilayah yang tenang. Properti 3 lantai ini berada di lingkungan strategis... 6 4 LT: 194 m² LB: 400 m² oleh Anny Halim",0,1,1
